;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 23-Jan-20 23:05:58
;----------------------------------------------

;Address Opcode 	ASM
0x0896	0x0879      	MOVF       R8+1, 0
0x0897	0x00F1      	MOVWF      R0+1
0x0898	0x3030      	MOVLW      48
0x0899	0x0770      	ADDWF      R0, 0
0x089A	0x1703      	BSF        STATUS, 6
0x089B	0x00A9      	MOVWF      FARG_Lcd_Chr_out_char
0x089C	0x118A      	BCF        PCLATH, 3
0x089D	0x22E3      	CALL       _Lcd_Chr
0x089E	0x158A      	BSF        PCLATH, 3
L_editAlarmMode94:
0x089F	0x3000      	MOVLW      0
0x08A0	0x1683      	BSF        STATUS, 5
0x08A1	0x1303      	BCF        STATUS, 6
0x08A2	0x0669      	XORWF      _submit+1, 0
0x08A3	0x1D03      	BTFSS      STATUS, 2
0x08A4	0x28A7      	GOTO       L__editAlarmMode199
0x08A5	0x3001      	MOVLW      1
0x08A6	0x0668      	XORWF      _submit, 0
L__editAlarmMode199:
0x08A7	0x1D03      	BTFSS      STATUS, 2
0x08A8	0x28CB      	GOTO       L_editAlarmMode95
0x08A9	0x3000      	MOVLW      0
0x08AA	0x1283      	BCF        STATUS, 5
0x08AB	0x063A      	XORWF      _mode+1, 0
0x08AC	0x1D03      	BTFSS      STATUS, 2
0x08AD	0x28B0      	GOTO       L__editAlarmMode200
0x08AE	0x3014      	MOVLW      20
0x08AF	0x0639      	XORWF      _mode, 0
L__editAlarmMode200:
0x08B0	0x1D03      	BTFSS      STATUS, 2
0x08B1	0x28CB      	GOTO       L_editAlarmMode95
L__editAlarmMode119:
0x08B2	0x3004      	MOVLW      4
0x08B3	0x1703      	BSF        STATUS, 6
0x08B4	0x009F      	MOVWF      FARG_blink_pos1
0x08B5	0x3000      	MOVLW      0
0x08B6	0x00A0      	MOVWF      FARG_blink_pos1+1
0x08B7	0x3005      	MOVLW      5
0x08B8	0x00A1      	MOVWF      FARG_blink_pos2
0x08B9	0x3000      	MOVLW      0
0x08BA	0x00A2      	MOVWF      FARG_blink_pos2+1
0x08BB	0x1683      	BSF        STATUS, 5
0x08BC	0x1303      	BCF        STATUS, 6
0x08BD	0x083B      	MOVF       _minsA, 0
0x08BE	0x1283      	BCF        STATUS, 5
0x08BF	0x1703      	BSF        STATUS, 6
0x08C0	0x00A3      	MOVWF      FARG_blink_unit
0x08C1	0x1683      	BSF        STATUS, 5
0x08C2	0x1303      	BCF        STATUS, 6
0x08C3	0x083C      	MOVF       _minsA+1, 0
0x08C4	0x1283      	BCF        STATUS, 5
0x08C5	0x1703      	BSF        STATUS, 6
0x08C6	0x00A4      	MOVWF      FARG_blink_unit+1
0x08C7	0x118A      	BCF        PCLATH, 3
0x08C8	0x250F      	CALL       _blink
0x08C9	0x158A      	BSF        PCLATH, 3
0x08CA	0x289F      	GOTO       L_editAlarmMode94
L_editAlarmMode95:
0x08CB	0x3000      	MOVLW      0
0x08CC	0x1683      	BSF        STATUS, 5
0x08CD	0x1303      	BCF        STATUS, 6
0x08CE	0x0669      	XORWF      _submit+1, 0
0x08CF	0x1D03      	BTFSS      STATUS, 2
0x08D0	0x28D3      	GOTO       L__editAlarmMode201
0x08D1	0x3002      	MOVLW      2
0x08D2	0x0668      	XORWF      _submit, 0
L__editAlarmMode201:
0x08D3	0x1D03      	BTFSS      STATUS, 2
0x08D4	0x28E2      	GOTO       L_editAlarmMode98
0x08D5	0x3002      	MOVLW      2
0x08D6	0x1283      	BCF        STATUS, 5
0x08D7	0x00B9      	MOVWF      _mode
0x08D8	0x3000      	MOVLW      0
0x08D9	0x00BA      	MOVWF      _mode+1
0x08DA	0x1683      	BSF        STATUS, 5
0x08DB	0x01E8      	CLRF       _submit
0x08DC	0x01E9      	CLRF       _submit+1
0x08DD	0x3001      	MOVLW      1
0x08DE	0x1283      	BCF        STATUS, 5
0x08DF	0x00D2      	MOVWF      _alarmSET
0x08E0	0x3000      	MOVLW      0
0x08E1	0x00D3      	MOVWF      _alarmSET+1
L_editAlarmMode98:
L_end_editAlarmMode:
0x08E2	0x0008      	RETURN
; end of _editAlarmMode
_Lcd_Init:
0x08E3	0x1683      	BSF        STATUS, 5
0x08E4	0x1303      	BCF        STATUS, 6
0x08E5	0x1288      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
0x08E6	0x1208      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
0x08E7	0x1008      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
0x08E8	0x1088      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
0x08E9	0x1108      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
0x08EA	0x1188      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
0x08EB	0x1283      	BCF        STATUS, 5
0x08EC	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x08ED	0x1208      	BCF        LCD_RS, BitPos(LCD_RS+0)
0x08EE	0x1188      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x08EF	0x1108      	BCF        LCD_D6, BitPos(LCD_D6+0)
0x08F0	0x1088      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x08F1	0x1008      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x08F2	0x118A      	BCF        PCLATH, 3
0x08F3	0x224C      	CALL       _Delay_5500us
0x08F4	0x158A      	BSF        PCLATH, 3
0x08F5	0x118A      	BCF        PCLATH, 3
0x08F6	0x224C      	CALL       _Delay_5500us
0x08F7	0x158A      	BSF        PCLATH, 3
0x08F8	0x118A      	BCF        PCLATH, 3
0x08F9	0x224C      	CALL       _Delay_5500us
0x08FA	0x158A      	BSF        PCLATH, 3
0x08FB	0x1488      	BSF        LCD_D5, BitPos(LCD_D5+0)
0x08FC	0x1408      	BSF        LCD_D4, BitPos(LCD_D4+0)
0x08FD	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x08FE	0x118A      	BCF        PCLATH, 3
0x08FF	0x2242      	CALL       _Delay_1us
0x0900	0x158A      	BSF        PCLATH, 3
0x0901	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0902	0x118A      	BCF        PCLATH, 3
0x0903	0x224C      	CALL       _Delay_5500us
0x0904	0x158A      	BSF        PCLATH, 3
0x0905	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0906	0x118A      	BCF        PCLATH, 3
0x0907	0x2242      	CALL       _Delay_1us
0x0908	0x158A      	BSF        PCLATH, 3
0x0909	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x090A	0x118A      	BCF        PCLATH, 3
0x090B	0x224C      	CALL       _Delay_5500us
0x090C	0x158A      	BSF        PCLATH, 3
0x090D	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x090E	0x118A      	BCF        PCLATH, 3
0x090F	0x2242      	CALL       _Delay_1us
0x0910	0x158A      	BSF        PCLATH, 3
0x0911	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0912	0x118A      	BCF        PCLATH, 3
0x0913	0x224C      	CALL       _Delay_5500us
0x0914	0x158A      	BSF        PCLATH, 3
0x0915	0x1008      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x0916	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0917	0x118A      	BCF        PCLATH, 3
0x0918	0x2242      	CALL       _Delay_1us
0x0919	0x158A      	BSF        PCLATH, 3
0x091A	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x091B	0x118A      	BCF        PCLATH, 3
0x091C	0x224C      	CALL       _Delay_5500us
0x091D	0x158A      	BSF        PCLATH, 3
0x091E	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x091F	0x118A      	BCF        PCLATH, 3
0x0920	0x2242      	CALL       _Delay_1us
0x0921	0x158A      	BSF        PCLATH, 3
0x0922	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0923	0x1088      	BCF        LCD_D5, BitPos(LCD_D5+0)
0x0924	0x1588      	BSF        LCD_D7, BitPos(LCD_D7+0)
0x0925	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0926	0x118A      	BCF        PCLATH, 3
0x0927	0x2242      	CALL       _Delay_1us
0x0928	0x158A      	BSF        PCLATH, 3
0x0929	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x092A	0x118A      	BCF        PCLATH, 3
0x092B	0x224C      	CALL       _Delay_5500us
0x092C	0x158A      	BSF        PCLATH, 3
0x092D	0x1188      	BCF        LCD_D7, BitPos(LCD_D7+0)
0x092E	0x1408      	BSF        LCD_D4, BitPos(LCD_D4+0)
0x092F	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0930	0x118A      	BCF        PCLATH, 3
0x0931	0x2242      	CALL       _Delay_1us
0x0932	0x158A      	BSF        PCLATH, 3
0x0933	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0934	0x1008      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x0935	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0936	0x118A      	BCF        PCLATH, 3
0x0937	0x2242      	CALL       _Delay_1us
0x0938	0x158A      	BSF        PCLATH, 3
0x0939	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x093A	0x118A      	BCF        PCLATH, 3
0x093B	0x224C      	CALL       _Delay_5500us
0x093C	0x158A      	BSF        PCLATH, 3
0x093D	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x093E	0x118A      	BCF        PCLATH, 3
0x093F	0x2242      	CALL       _Delay_1us
0x0940	0x158A      	BSF        PCLATH, 3
0x0941	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0942	0x1408      	BSF        LCD_D4, BitPos(LCD_D4+0)
0x0943	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0944	0x118A      	BCF        PCLATH, 3
0x0945	0x2242      	CALL       _Delay_1us
0x0946	0x158A      	BSF        PCLATH, 3
0x0947	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0948	0x118A      	BCF        PCLATH, 3
0x0949	0x224C      	CALL       _Delay_5500us
0x094A	0x158A      	BSF        PCLATH, 3
0x094B	0x1008      	BCF        LCD_D4, BitPos(LCD_D4+0)
0x094C	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x094D	0x118A      	BCF        PCLATH, 3
0x094E	0x2242      	CALL       _Delay_1us
0x094F	0x158A      	BSF        PCLATH, 3
0x0950	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x0951	0x1588      	BSF        LCD_D7, BitPos(LCD_D7+0)
0x0952	0x1508      	BSF        LCD_D6, BitPos(LCD_D6+0)
0x0953	0x1488      	BSF        LCD_D5, BitPos(LCD_D5+0)
0x0954	0x1408      	BSF        LCD_D4, BitPos(LCD_D4+0)
0x0955	0x1688      	BSF        LCD_EN, BitPos(LCD_EN+0)
0x0956	0x118A      	BCF        PCLATH, 3
0x0957	0x2242      	CALL       _Delay_1us
0x0958	0x158A      	BSF        PCLATH, 3
0x0959	0x1288      	BCF        LCD_EN, BitPos(LCD_EN+0)
0x095A	0x118A      	BCF        PCLATH, 3
0x095B	0x224C      	CALL       _Delay_5500us
0x095C	0x158A      	BSF        PCLATH, 3
0x095D	0x1703      	BSF        STATUS, 6
0x095E	0x1412      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
L_end_Lcd_Init:
0x095F	0x0008      	RETURN
; end of _Lcd_Init
_editClockMode:
0x0960	0x1683      	BSF        STATUS, 5
0x0961	0x1303      	BCF        STATUS, 6
0x0962	0x01E8      	CLRF       _submit
0x0963	0x01E9      	CLRF       _submit+1
0x0964	0x3001      	MOVLW      1
0x0965	0x1283      	BCF        STATUS, 5
0x0966	0x1703      	BSF        STATUS, 6
0x0967	0x00AA      	MOVWF      FARG_Lcd_Cmd_out_char
0x0968	0x118A      	BCF        PCLATH, 3
0x0969	0x2285      	CALL       _Lcd_Cmd
0x096A	0x158A      	BSF        PCLATH, 3
0x096B	0x3001      	MOVLW      1
0x096C	0x1703      	BSF        STATUS, 6
0x096D	0x009F      	MOVWF      FARG_Lcd_Out_row
0x096E	0x3001      	MOVLW      1
0x096F	0x00A0      	MOVWF      FARG_Lcd_Out_column
0x0970	0x3023      	MOVLW      ?lstr1_PicADigitalClock
0x0971	0x00A1      	MOVWF      FARG_Lcd_Out_text
0x0972	0x118A      	BCF        PCLATH, 3
0x0973	0x23E9      	CALL       _Lcd_Out
0x0974	0x158A      	BSF        PCLATH, 3
0x0975	0x3002      	MOVLW      2
0x0976	0x009F      	MOVWF      FARG_Lcd_Out_row
0x0977	0x3001      	MOVLW      1
0x0978	0x00A0      	MOVWF      FARG_Lcd_Out_column
0x0979	0x30D9      	MOVLW      _text
0x097A	0x00A1      	MOVWF      FARG_Lcd_Out_text
0x097B	0x118A      	BCF        PCLATH, 3
0x097C	0x23E9      	CALL       _Lcd_Out
0x097D	0x158A      	BSF        PCLATH, 3
L_editClockMode10:
0x097E	0x3000      	MOVLW      0
0x097F	0x1683      	BSF        STATUS, 5
0x0980	0x1303      	BCF        STATUS, 6
0x0981	0x0669      	XORWF      _submit+1, 0
0x0982	0x1D03      	BTFSS      STATUS, 2
0x0983	0x2986      	GOTO       L__editClockMode138
0x0984	0x3000      	MOVLW      0
0x0985	0x0668      	XORWF      _submit, 0
L__editClockMode138:
0x0986	0x1D03      	BTFSS      STATUS, 2
0x0987	0x29A6      	GOTO       L_editClockMode11
0x0988	0x3000      	MOVLW      0
0x0989	0x1283      	BCF        STATUS, 5
0x098A	0x063A      	XORWF      _mode+1, 0
0x098B	0x1D03      	BTFSS      STATUS, 2
0x098C	0x298F      	GOTO       L__editClockMode139
0x098D	0x300A      	MOVLW      10
0x098E	0x0639      	XORWF      _mode, 0
L__editClockMode139:
0x098F	0x1D03      	BTFSS      STATUS, 2
0x0990	0x29A6      	GOTO       L_editClockMode11
L__editClockMode114:
0x0991	0x3001      	MOVLW      1
0x0992	0x1703      	BSF        STATUS, 6
0x0993	0x009F      	MOVWF      FARG_blink_pos1
0x0994	0x3000      	MOVLW      0
0x0995	0x00A0      	MOVWF      FARG_blink_pos1+1
0x0996	0x3002      	MOVLW      2
0x0997	0x00A1      	MOVWF      FARG_blink_pos2
0x0998	0x3000      	MOVLW      0
0x0999	0x00A2      	MOVWF      FARG_blink_pos2+1
0x099A	0x1303      	BCF        STATUS, 6
0x099B	0x083B      	MOVF       _hrsEDIT, 0
0x099C	0x1703      	BSF        STATUS, 6
0x099D	0x00A3      	MOVWF      FARG_blink_unit
0x099E	0x1303      	BCF        STATUS, 6
0x099F	0x083C      	MOVF       _hrsEDIT+1, 0
0x09A0	0x1703      	BSF        STATUS, 6
0x09A1	0x00A4      	MOVWF      FARG_blink_unit+1
0x09A2	0x118A      	BCF        PCLATH, 3
0x09A3	0x250F      	CALL       _blink
0x09A4	0x158A      	BSF        PCLATH, 3
0x09A5	0x297E      	GOTO       L_editClockMode10
L_editClockMode11:
0x09A6	0x3002      	MOVLW      2
0x09A7	0x1283      	BCF        STATUS, 5
0x09A8	0x1703      	BSF        STATUS, 6
0x09A9	0x00A7      	MOVWF      FARG_Lcd_Chr_row
0x09AA	0x3001      	MOVLW      1
0x09AB	0x00A8      	MOVWF      FARG_Lcd_Chr_column
0x09AC	0x300A      	MOVLW      10
0x09AD	0x00F4      	MOVWF      R4
0x09AE	0x3000      	MOVLW      0
0x09AF	0x00F5      	MOVWF      R4+1
0x09B0	0x1303      	BCF        STATUS, 6
0x09B1	0x083B      	MOVF       _hrsEDIT, 0
0x09B2	0x00F0      	MOVWF      R0
0x09B3	0x083C      	MOVF       _hrsEDIT+1, 0
0x09B4	0x00F1      	MOVWF      R0+1
0x09B5	0x118A      	BCF        PCLATH, 3
0x09B6	0x231A      	CALL       _Div_16x16_S
0x09B7	0x158A      	BSF        PCLATH, 3
0x09B8	0x3030      	MOVLW      48
0x09B9	0x0770      	ADDWF      R0, 0
0x09BA	0x1703      	BSF        STATUS, 6
0x09BB	0x00A9      	MOVWF      FARG_Lcd_Chr_out_char
0x09BC	0x118A      	BCF        PCLATH, 3
0x09BD	0x22E3      	CALL       _Lcd_Chr
0x09BE	0x158A      	BSF        PCLATH, 3
0x09BF	0x3002      	MOVLW      2
0x09C0	0x00A7      	MOVWF      FARG_Lcd_Chr_row
0x09C1	0x3002      	MOVLW      2
0x09C2	0x00A8      	MOVWF      FARG_Lcd_Chr_column
0x09C3	0x300A      	MOVLW      10
0x09C4	0x00F4      	MOVWF      R4
0x09C5	0x3000      	MOVLW      0
0x09C6	0x00F5      	MOVWF      R4+1
0x09C7	0x1303      	BCF        STATUS, 6
0x09C8	0x083B      	MOVF       _hrsEDIT, 0
0x09C9	0x00F0      	MOVWF      R0
0x09CA	0x083C      	MOVF       _hrsEDIT+1, 0
0x09CB	0x00F1      	MOVWF      R0+1
0x09CC	0x118A      	BCF        PCLATH, 3
0x09CD	0x231A      	CALL       _Div_16x16_S
0x09CE	0x158A      	BSF        PCLATH, 3
0x09CF	0x0878      	MOVF       R8, 0
0x09D0	0x00F0      	MOVWF      R0
0x09D1	0x0879      	MOVF       R8+1, 0
0x09D2	0x00F1      	MOVWF      R0+1
0x09D3	0x3030      	MOVLW      48
0x09D4	0x0770      	ADDWF      R0, 0
0x09D5	0x1703      	BSF        STATUS, 6
0x09D6	0x00A9      	MOVWF      FARG_Lcd_Chr_out_char
0x09D7	0x118A      	BCF        PCLATH, 3
0x09D8	0x22E3      	CALL       _Lcd_Chr
0x09D9	0x158A      	BSF        PCLATH, 3
L_editClockMode14:
0x09DA	0x3000      	MOVLW      0
0x09DB	0x1683      	BSF        STATUS, 5
0x09DC	0x1303      	BCF        STATUS, 6
0x09DD	0x0669      	XORWF      _submit+1, 0
0x09DE	0x1D03      	BTFSS      STATUS, 2
0x09DF	0x29E2      	GOTO       L__editClockMode140
0x09E0	0x3001      	MOVLW      1
0x09E1	0x0668      	XORWF      _submit, 0
L__editClockMode140:
0x09E2	0x1D03      	BTFSS      STATUS, 2
0x09E3	0x2A06      	GOTO       L_editClockMode15
0x09E4	0x3000      	MOVLW      0
0x09E5	0x1283      	BCF        STATUS, 5
0x09E6	0x063A      	XORWF      _mode+1, 0
0x09E7	0x1D03      	BTFSS      STATUS, 2
0x09E8	0x29EB      	GOTO       L__editClockMode141
0x09E9	0x300A      	MOVLW      10
0x09EA	0x0639      	XORWF      _mode, 0
L__editClockMode141:
0x09EB	0x1D03      	BTFSS      STATUS, 2
0x09EC	0x2A06      	GOTO       L_editClockMode15
L__editClockMode113:
0x09ED	0x3004      	MOVLW      4
0x09EE	0x1703      	BSF        STATUS, 6
0x09EF	0x009F      	MOVWF      FARG_blink_pos1
0x09F0	0x3000      	MOVLW      0
0x09F1	0x00A0      	MOVWF      FARG_blink_pos1+1
0x09F2	0x3005      	MOVLW      5
0x09F3	0x00A1      	MOVWF      FARG_blink_pos2
0x09F4	0x3000      	MOVLW      0
0x09F5	0x00A2      	MOVWF      FARG_blink_pos2+1
0x09F6	0x1683      	BSF        STATUS, 5
0x09F7	0x1303      	BCF        STATUS, 6
0x09F8	0x0837      	MOVF       _minsEDIT, 0
0x09F9	0x1283      	BCF        STATUS, 5
0x09FA	0x1703      	BSF        STATUS, 6
0x09FB	0x00A3      	MOVWF      FARG_blink_unit
0x09FC	0x1683      	BSF        STATUS, 5
0x09FD	0x1303      	BCF        STATUS, 6
0x09FE	0x0838      	MOVF       _minsEDIT+1, 0
0x09FF	0x1283      	BCF        STATUS, 5
0x0A00	0x1703      	BSF        STATUS, 6
0x0A01	0x00A4      	MOVWF      FARG_blink_unit+1
0x0A02	0x118A      	BCF        PCLATH, 3
0x0A03	0x250F      	CALL       _blink
0x0A04	0x158A      	BSF        PCLATH, 3
0x0A05	0x29DA      	GOTO       L_editClockMode14
L_editClockMode15:
0x0A06	0x3000      	MOVLW      0
0x0A07	0x1683      	BSF        STATUS, 5
0x0A08	0x1303      	BCF        STATUS, 6
0x0A09	0x0669      	XORWF      _submit+1, 0
0x0A0A	0x1D03      	BTFSS      STATUS, 2
0x0A0B	0x2A0E      	GOTO       L__editClockMode142
0x0A0C	0x3002      	MOVLW      2
0x0A0D	0x0668      	XORWF      _submit, 0
L__editClockMode142:
0x0A0E	0x1D03      	BTFSS      STATUS, 2
0x0A0F	0x2A27      	GOTO       L_editClockMode18
0x0A10	0x1283      	BCF        STATUS, 5
0x0A11	0x083B      	MOVF       _hrsEDIT, 0
0x0A12	0x1683      	BSF        STATUS, 5
0x0A13	0x00B9      	MOVWF      _hrsT
0x0A14	0x1283      	BCF        STATUS, 5
0x0A15	0x083C      	MOVF       _hrsEDIT+1, 0
0x0A16	0x1683      	BSF        STATUS, 5
0x0A17	0x00BA      	MOVWF      _hrsT+1
0x0A18	0x0837      	MOVF       _minsEDIT, 0
0x0A19	0x1283      	BCF        STATUS, 5
0x0A1A	0x00EC      	MOVWF      _minsT
0x0A1B	0x1683      	BSF        STATUS, 5
0x0A1C	0x0838      	MOVF       _minsEDIT+1, 0
0x0A1D	0x1283      	BCF        STATUS, 5
0x0A1E	0x00ED      	MOVWF      _minsT+1
0x0A1F	0x01B9      	CLRF       _mode
0x0A20	0x01BA      	CLRF       _mode+1
0x0A21	0x1683      	BSF        STATUS, 5
0x0A22	0x01E8      	CLRF       _submit
0x0A23	0x01E9      	CLRF       _submit+1
0x0A24	0x1283      	BCF        STATUS, 5
0x0A25	0x01EE      	CLRF       _secsT
0x0A26	0x01EF      	CLRF       _secsT+1
L_editClockMode18:
L_end_editClockMode:
0x0A27	0x0008      	RETURN
; end of _editClockMode
_clockMode:
0x0A28	0x3001      	MOVLW      1
0x0A29	0x1283      	BCF        STATUS, 5
0x0A2A	0x1703      	BSF        STATUS, 6
0x0A2B	0x00AA      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A2C	0x118A      	BCF        PCLATH, 3
0x0A2D	0x2285      	CALL       _Lcd_Cmd
0x0A2E	0x158A      	BSF        PCLATH, 3
0x0A2F	0x3001      	MOVLW      1
0x0A30	0x1703      	BSF        STATUS, 6
0x0A31	0x009F      	MOVWF      FARG_Lcd_Out_row
0x0A32	0x3001      	MOVLW      1
0x0A33	0x00A0      	MOVWF      FARG_Lcd_Out_column
0x0A34	0x3054      	MOVLW      ?lstr2_PicADigitalClock
0x0A35	0x00A1      	MOVWF      FARG_Lcd_Out_text
0x0A36	0x118A      	BCF        PCLATH, 3
0x0A37	0x23E9      	CALL       _Lcd_Out
0x0A38	0x158A      	BSF        PCLATH, 3
0x0A39	0x1683      	BSF        STATUS, 5
0x0A3A	0x1303      	BCF        STATUS, 6
0x0A3B	0x0839      	MOVF       _hrsT, 0
0x0A3C	0x1283      	BCF        STATUS, 5
0x0A3D	0x1703      	BSF        STATUS, 6
0x0A3E	0x009F      	MOVWF      FARG_convert_h
0x0A3F	0x1683      	BSF        STATUS, 5
0x0A40	0x1303      	BCF        STATUS, 6
0x0A41	0x083A      	MOVF       _hrsT+1, 0
0x0A42	0x1283      	BCF        STATUS, 5
0x0A43	0x1703      	BSF        STATUS, 6
0x0A44	0x00A0      	MOVWF      FARG_convert_h+1
0x0A45	0x1303      	BCF        STATUS, 6
0x0A46	0x086C      	MOVF       _minsT, 0
0x0A47	0x1703      	BSF        STATUS, 6
0x0A48	0x00A1      	MOVWF      FARG_convert_m
0x0A49	0x1303      	BCF        STATUS, 6
0x0A4A	0x086D      	MOVF       _minsT+1, 0
0x0A4B	0x1703      	BSF        STATUS, 6
0x0A4C	0x00A2      	MOVWF      FARG_convert_m+1
0x0A4D	0x1303      	BCF        STATUS, 6
0x0A4E	0x086E      	MOVF       _secsT, 0
0x0A4F	0x1703      	BSF        STATUS, 6
0x0A50	0x00A3      	MOVWF      FARG_convert_s
0x0A51	0x1303      	BCF        STATUS, 6
0x0A52	0x086F      	MOVF       _secsT+1, 0
0x0A53	0x1703      	BSF        STATUS, 6
0x0A54	0x00A4      	MOVWF      FARG_convert_s+1
0x0A55	0x30D9      	MOVLW      _text
0x0A56	0x00A5      	MOVWF      FARG_convert_output
0x0A57	0x118A      	BCF        PCLATH, 3
0x0A58	0x238C      	CALL       _convert
0x0A59	0x158A      	BSF        PCLATH, 3
0x0A5A	0x3002      	MOVLW      2
0x0A5B	0x009F      	MOVWF      FARG_Lcd_Out_row
0x0A5C	0x3001      	MOVLW      1
0x0A5D	0x00A0      	MOVWF      FARG_Lcd_Out_column
0x0A5E	0x30D9      	MOVLW      _text
0x0A5F	0x00A1      	MOVWF      FARG_Lcd_Out_text
0x0A60	0x118A      	BCF        PCLATH, 3
0x0A61	0x23E9      	CALL       _Lcd_Out
0x0A62	0x158A      	BSF        PCLATH, 3
L_clockMode19:
0x0A63	0x3000      	MOVLW      0
0x0A64	0x1303      	BCF        STATUS, 6
0x0A65	0x063A      	XORWF      _mode+1, 0
0x0A66	0x1D03      	BTFSS      STATUS, 2
0x0A67	0x2A6A      	GOTO       L__clockMode145
0x0A68	0x3000      	MOVLW      0
0x0A69	0x0639      	XORWF      _mode, 0
L__clockMode145:
0x0A6A	0x1D03      	BTFSS      STATUS, 2
0x0A6B	0x2ACF      	GOTO       L_clockMode20
0x0A6C	0x3000      	MOVLW      0
0x0A6D	0x0630      	XORWF      _countT+1, 0
0x0A6E	0x1D03      	BTFSS      STATUS, 2
0x0A6F	0x2A72      	GOTO       L__clockMode146
0x0A70	0x3002      	MOVLW      2
0x0A71	0x062F      	XORWF      _countT, 0
L__clockMode146:
0x0A72	0x1D03      	BTFSS      STATUS, 2
0x0A73	0x2A7E      	GOTO       L_clockMode21
0x0A74	0x3002      	MOVLW      2
0x0A75	0x1703      	BSF        STATUS, 6
0x0A76	0x00A7      	MOVWF      FARG_Lcd_Chr_row
0x0A77	0x3003      	MOVLW      3
0x0A78	0x00A8      	MOVWF      FARG_Lcd_Chr_column
0x0A79	0x3020      	MOVLW      32
0x0A7A	0x00A9      	MOVWF      FARG_Lcd_Chr_out_char
0x0A7B	0x118A      	BCF        PCLATH, 3
0x0A7C	0x22E3      	CALL       _Lcd_Chr
0x0A7D	0x158A      	BSF        PCLATH, 3
L_clockMode21:
0x0A7E	0x3000      	MOVLW      0
0x0A7F	0x1303      	BCF        STATUS, 6
0x0A80	0x0630      	XORWF      _countT+1, 0
0x0A81	0x1D03      	BTFSS      STATUS, 2
0x0A82	0x2A85      	GOTO       L__clockMode147
0x0A83	0x3000      	MOVLW      0
0x0A84	0x062F      	XORWF      _countT, 0
L__clockMode147:
0x0A85	0x1D03      	BTFSS      STATUS, 2
0x0A86	0x2ACE      	GOTO       L_clockMode22
0x0A87	0x3002      	MOVLW      2
0x0A88	0x1703      	BSF        STATUS, 6
0x0A89	0x00A7      	MOVWF      FARG_Lcd_Chr_row
0x0A8A	0x3003      	MOVLW      3
0x0A8B	0x00A8      	MOVWF      FARG_Lcd_Chr_column
0x0A8C	0x303A      	MOVLW      58
0x0A8D	0x00A9      	MOVWF      FARG_Lcd_Chr_out_char
0x0A8E	0x118A      	BCF        PCLATH, 3
0x0A8F	0x22E3      	CALL       _Lcd_Chr
0x0A90	0x158A      	BSF        PCLATH, 3
0x0A91	0x1303      	BCF        STATUS, 6
0x0A92	0x086D      	MOVF       _minsT+1, 0
0x0A93	0x1703      	BSF        STATUS, 6
0x0A94	0x0614      	XORWF      _minOldState+1, 0
0x0A95	0x1D03      	BTFSS      STATUS, 2
0x0A96	0x2A9A      	GOTO       L__clockMode148
0x0A97	0x0813      	MOVF       _minOldState, 0
0x0A98	0x1303      	BCF        STATUS, 6
0x0A99	0x066C      	XORWF      _minsT, 0
L__clockMode148:
